"Time","values"
2023-12-20 12:19:30,62.10 ms
2023-12-20 12:20:00,58.73 ms
2023-12-20 12:20:30,75.60 ms
2023-12-20 12:21:00,71.05 ms
2023-12-20 12:21:30,67.74 ms
2023-12-20 12:22:00,72.51 ms
2023-12-20 12:22:30,82.18 ms
2023-12-20 12:23:00,67.43 ms
2023-12-20 12:23:30,79.02 ms
2023-12-20 12:24:00,71.92 ms
2023-12-20 12:24:30,83.68 ms
2023-12-20 12:25:00,83.43 ms
2023-12-20 12:25:30,74.64 ms
2023-12-20 12:26:00,75.10 ms
2023-12-20 12:26:30,104.30 ms
2023-12-20 12:27:00,99.52 ms
2023-12-20 12:27:30,84.84 ms
2023-12-20 12:28:00,79.88 ms
2023-12-20 12:28:30,100.36 ms
2023-12-20 12:29:00,111.83 ms
2023-12-20 12:29:30,104.16 ms
2023-12-20 12:30:00,85.81 ms
2023-12-20 12:30:30,109.85 ms
2023-12-20 12:31:00,112.72 ms
