"Time","values"
2023-12-20 12:20:30,13.45 ms
2023-12-20 12:21:00,19.92 ms
2023-12-20 12:21:30,13.73 ms
2023-12-20 12:22:00,14.08 ms
2023-12-20 12:22:30,24.71 ms
2023-12-20 12:23:00,19.91 ms
2023-12-20 12:23:30,21.15 ms
2023-12-20 12:24:00,26.96 ms
2023-12-20 12:24:30,36.42 ms
2023-12-20 12:25:00,29.98 ms
2023-12-20 12:25:30,31.34 ms
2023-12-20 12:26:00,29.25 ms
2023-12-20 12:26:30,33.12 ms
2023-12-20 12:27:00,26.70 ms
2023-12-20 12:27:30,35.44 ms
2023-12-20 12:28:00,37.11 ms
2023-12-20 12:28:30,26.05 ms
2023-12-20 12:29:00,30.80 ms
2023-12-20 12:29:30,38.51 ms
2023-12-20 12:30:00,46.30 ms
2023-12-20 12:30:30,38.45 ms
2023-12-20 12:31:00,25.09 ms
2023-12-20 12:31:30,30.75 ms
